Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_Short,SMA_Long,RSI,MACD,Signal
2020-01-02 00:00:00-05:00,66.68113625378123,68.0027784959496,66.68113625378123,67.96450805664062,28132000,0.0,0.0,,,,0.0,0.0
2020-01-03 00:00:00-05:00,66.99477145157972,68.21949378904033,66.87965675921359,67.63098907470703,23728000,0.0,0.0,,,,-0.02660550283231089,-0.005321100566462178
2020-01-06 00:00:00-05:00,67.10114319704458,69.41240176232888,67.10114319704458,69.298583984375,34646000,0.0,0.0,,,,0.08588044076638823,0.012919207700107904
2020-01-07 00:00:00-05:00,69.48398485337579,69.73498768463804,69.1082124926651,69.25534057617188,30054000,0.0,0.0,,,,0.16958214246693615,0.04425179465347356
2020-01-08 00:00:00-05:00,69.19270329039529,70.16194804120731,69.13107317016384,69.80109405517578,30560000,0.0,0.0,,,,0.2767637288199154,0.09075418148676193
2020-01-09 00:00:00-05:00,70.60879777123672,70.94479798937792,70.09683391576328,70.57201385498047,30018000,0.0,0.0,,,,0.4190817793222408,0.15641970105385772
2020-01-10 00:00:00-05:00,70.9562228270138,71.32249959680215,70.49844891574355,71.0640869140625,36414000,0.0,0.0,,,,0.5650623560320582,0.23814823204949784
2020-01-13 00:00:00-05:00,71.38219488764605,71.60039554495954,70.8796811249898,71.5362777709961,33046000,0.0,0.0,,,,0.7106627924001856,0.33265114411963537
2020-01-14 00:00:00-05:00,71.5253460952469,71.66401766604142,70.99649198063844,71.12124633789062,31178000,0.0,0.0,,,,0.7835305664875989,0.4228270285932281
2020-01-15 00:00:00-05:00,71.08793750518538,71.64388273641546,71.08793750518538,71.53478240966797,25654000,0.0,0.0,69.9778923034668,,,0.8646802121225221,0.511197665299087
2020-01-16 00:00:00-05:00,71.9443509613726,72.17050755975373,71.62027331125607,72.15608978271484,23474000,0.0,0.0,70.39705047607421,,,0.9679680700895403,0.6025517462571777
2020-01-17 00:00:00-05:00,72.71327914438791,73.62709772776877,72.48016773097916,73.58211517333984,47924000,0.0,0.0,70.9921630859375,,,1.1516176415940151,0.7123649253245452
2020-01-21 00:00:00-05:00,73.5189931497126,74.15172956530859,73.12532942392227,73.78143310546875,40734000,0.0,0.0,71.44044799804688,,,1.2982787917278102,0.8295476986051983
2020-01-22 00:00:00-05:00,74.10947747398237,74.71656368443871,73.8077659799707,73.85846710205078,32216000,0.0,0.0,71.90076065063477,,89.41104809013801,1.404534213449125,0.9445450015739837
2020-01-23 00:00:00-05:00,73.94247173868251,74.33414075512118,73.66710813967708,73.89325714111328,27024000,0.0,0.0,72.30997695922852,,89.46008610104839,1.474551949099606,1.0505463910791082
2020-01-24 00:00:00-05:00,74.23821307805481,74.33290321561466,72.82958636128654,72.90216064453125,35692000,0.0,0.0,72.5429916381836,,82.2596505383122,1.4335433097924408,1.1271457748217748
2020-01-27 00:00:00-05:00,71.1272072019419,71.47861870048871,70.64009719836638,71.27134704589844,35104000,0.0,0.0,72.56371765136718,,62.12794059431946,1.2549839656033868,1.1527134129780972
2020-01-28 00:00:00-05:00,71.7236573728387,72.36981795146654,71.20026404289625,72.1988296508789,31548000,0.0,0.0,72.62997283935547,,66.321213274954,1.1747724482958262,1.157125220041643
2020-01-29 00:00:00-05:00,72.50899824026206,72.8385366078875,71.9095569522986,72.50054931640625,21554000,0.0,0.0,72.76790313720703,,65.38442473905138,1.1226097519482607,1.1502221264229666
2020-01-30 00:00:00-05:00,71.57255530866736,72.43343532950215,71.39560573889169,72.36186218261719,26788000,0.0,0.0,72.85061111450196,,60.992661219356535,1.0578849079326744,1.1317546827249083
2020-01-31 00:00:00-05:00,73.01101223310602,73.07214937487387,71.00443830178473,71.28775787353516,48344000,0.0,0.0,72.76377792358399,,51.28205576726121,0.9094353569631295,1.0872908175725526
2020-02-03 00:00:00-05:00,72.66805324571506,74.05978221357088,72.51844509306235,73.85797882080078,60736000,0.0,0.0,72.79136428833007,,60.7275908942209,0.9877966634558959,1.0673919867492214
2020-02-04 00:00:00-05:00,72.42300986115556,73.04083554381477,70.89360290309025,71.92596435546875,78660000,0.0,0.0,72.60581741333007,,53.261096744592145,0.8838130953715364,1.0306762084736845
2020-02-05 00:00:00-05:00,72.68893041161448,72.75951002338154,71.10534113827052,71.9836196899414,39724000,0.0,0.0,72.41833267211913,,51.872922689011425,0.7968718297320834,0.9839153327253644
2020-02-06 00:00:00-05:00,72.08799738693713,73.66213649350516,72.05021992928886,73.3753433227539,33588000,0.0,0.0,72.36654129028321,,54.780379534794676,0.8306949817234539,0.9532712625249823
2020-02-07 00:00:00-05:00,72.93148040083332,73.85300465278532,72.8842604739778,73.52445983886719,23446000,0.0,0.0,72.4287712097168,,49.74879550152146,0.8596233273699028,0.9345416754939664
2020-02-10 00:00:00-05:00,73.28040785258403,75.02900882318552,73.28040785258403,74.98825073242188,28398000,0.0,0.0,72.80046157836914,,54.73624011162412,0.9892613523352054,0.9454856108622143
2020-02-11 00:00:00-05:00,75.14382970829513,76.02956356686624,74.83705187856233,74.99372100830078,26892000,0.0,0.0,73.07995071411133,,54.480551155970154,1.0799923471520998,0.9723869581201915
2020-02-12 00:00:00-05:00,75.27654090412152,75.58545751351691,74.95992621811281,75.46492004394531,23352000,0.0,0.0,73.37638778686524,,55.99638123060282,1.1763588063660109,1.0131813277693553
