Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_Short,SMA_Long,RSI,MACD,Signal,SMA_5,SMA_20,RSI_14,MACD_Signal,MACD_Hist
2020-01-02 05:00:00,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500,0.0,0.0,,,,0.0,0.0,,,,,
2020-01-03 05:00:00,29.36666679382324,30.266666412353516,29.128000259399418,29.534000396728516,266677500,0.0,0.0,,,,0.0678062982369027,0.0135612596473805,,,,,
2020-01-06 05:00:00,29.364667892456055,30.104000091552734,29.333332061767575,30.1026668548584,151995000,0.0,0.0,,,,0.1655218755868652,0.0439533828352775,,,,,
2020-01-07 05:00:00,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500,0.0,0.0,,,,0.3333671056754141,0.1018361274033048,,,,,
2020-01-08 05:00:00,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500,0.0,0.0,,,,0.5838134443049654,0.1982315907836369,,,,,
2020-01-09 05:00:00,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000,0.0,0.0,,,,0.7159429462030289,0.3017738618675153,,,,,
2020-01-10 05:00:00,32.11933135986328,32.3293342590332,31.579999923706055,31.87666702270508,194392500,0.0,0.0,,,,0.7943395434025646,0.4002869981745252,,,,,
2020-01-13 05:00:00,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,0.0,0.0,,,,1.0951192061452095,0.5392534397686621,,,,,
2020-01-14 05:00:00,36.28400039672851,36.49399948120117,34.99333190917969,35.861331939697266,434943000,0.0,0.0,,,,1.3877476749173496,0.7089522867983997,,,,,
2020-01-15 05:00:00,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,0.0,0.0,32.17853298187256,,,1.497921982851082,0.8667462260089362,,,,,
2020-01-16 05:00:00,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,0.0,0.0,32.73339958190918,,,1.540526703660987,1.0015023215393464,,,,,
2020-01-17 05:00:00,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,0.0,0.0,33.18333282470703,,,1.5404493875993914,1.1092917347513556,,,,,
2020-01-21 05:00:00,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,0.0,0.0,33.82106609344483,,,1.7180095261278296,1.2310352930266504,,,,,
2020-01-22 05:00:00,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000,0.0,0.0,34.49106636047363,,81.3569301168251,1.9564589250009945,1.3761200194215193,,,,,
2020-01-23 05:00:00,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000,0.0,0.0,35.02479972839355,,81.57590742586716,2.1350222077558527,1.527900457088386,,,,,
2020-01-24 05:00:00,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,0.0,0.0,35.58133316040039,,77.76106525672918,2.211343568699469,1.6645890794106029,,,,,
2020-01-27 05:00:00,36.132667541503906,37.62933349609375,35.95199966430664,37.20133209228515,204121500,0.0,0.0,36.1137996673584,,74.46016039656304,2.2097755497561806,1.7736263734797184,,,,,
2020-01-28 05:00:00,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500,0.0,0.0,36.39406623840332,,73.40445146232867,2.230589413295533,1.8650189814428817,,,,,
2020-01-29 05:00:00,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,0.0,0.0,36.681199645996095,,72.20916202344657,2.2964094450987105,1.9512970741740472,,,,,
2020-01-30 05:00:00,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,0.0,0.0,37.496599960327146,,82.01566238901404,2.6399392135439186,2.0890255020480217,,,,,
2020-01-31 05:00:00,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,0.0,0.0,38.41046676635742,,83.72583878705719,2.9309066135380633,2.25740172434603,,,,,
2020-02-03 05:00:00,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,0.0,0.0,40.20713348388672,,87.70467252987144,3.813798506467585,2.5686810807703413,,,,,
2020-02-04 05:00:00,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,0.0,0.0,42.47286682128906,,90.37794033370876,5.03142072351892,3.061229009320057,,,,,
2020-02-05 05:00:00,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,0.0,0.0,43.57379989624023,,69.12326519374207,5.117788507913183,3.4725409090386825,,,,,
