Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_Short,SMA_Long,RSI,MACD,Signal,SMA_5,SMA_20,RSI_14,MACD_Signal,MACD_Hist,Position
2020-01-02 05:00:00,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,0.0,0.0,,,,0.0,0,,,,,,0
2020-01-03 05:00:00,93.2249984741211,94.30999755859376,93.2249984741211,93.74849700927734,75288000,0.0,0.0,,,,-0.0918974699797416,0,,,,,,0
2020-01-06 05:00:00,93.0,95.18450164794922,93.0,95.1439971923828,81236000,0.0,0.0,,,,-0.0515276957277706,0,,,,,,0
2020-01-07 05:00:00,95.2249984741211,95.69450378417967,94.60199737548828,95.34300231933594,80898000,0.0,0.0,,,,-0.0034366921468915,0,,,,,,0
2020-01-08 05:00:00,94.9020004272461,95.5500030517578,94.3219985961914,94.59850311279295,70160000,0.0,0.0,,,,-0.0251096409499496,0,,,,,,0
2020-01-09 05:00:00,95.49449920654295,95.89099884033205,94.79000091552734,95.05249786376952,63346000,0.0,0.0,,,,-0.0055876162482348,0,,,,,,0
2020-01-10 05:00:00,95.26850128173828,95.34700012207033,94.0,94.15799713134766,57074000,0.0,0.0,,,,-0.0615850898945211,0,,,,,,0
2020-01-13 05:00:00,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140624,55616000,0.0,0.0,,,,-0.0722882699842841,0,,,,,,0
2020-01-14 05:00:00,94.29399871826172,94.35549926757812,92.92749786376952,93.47200012207033,68818000,0.0,0.0,,,,-0.1670412226513917,0,,,,,,0
2020-01-15 05:00:00,93.6125030517578,93.94300079345705,92.75450134277344,93.10099792480467,57932000,0.0,0.0,94.40829925537108,,,-0.2689698796778543,0,,,,,,0
2020-01-16 05:00:00,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,0.0,0.0,94.30794982910156,,,-0.2822643360622123,0,,,,,,0
2020-01-17 05:00:00,94.29450225830078,94.33200073242188,92.8625030517578,93.23600006103516,79946000,0.0,0.0,94.25670013427734,,,-0.3421931261466966,0,,,,,,0
2020-01-21 05:00:00,93.25,94.7135009765625,93.0,94.5999984741211,74156000,0.0,0.0,94.20230026245116,,,-0.2764372549280125,0,,,,,,0
2020-01-22 05:00:00,94.80449676513672,95.125,94.16699981689452,94.3730010986328,64326000,0.0,0.0,94.10530014038086,,47.29725081074657,-0.239876892844876,0,,,,,,0
2020-01-23 05:00:00,94.25550079345705,94.4990005493164,93.63800048828124,94.22899627685548,49692000,0.0,0.0,94.0683494567871,,46.60944278754922,-0.2199866588435099,0,,,,,,0
2020-01-24 05:00:00,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,75324000,0.0,0.0,93.87129974365234,,46.63301181619797,-0.2933943917734041,0,,,,,,0
2020-01-27 05:00:00,91.0,92.0500030517578,90.76699829101562,91.41699981689452,70570000,0.0,0.0,93.59720001220704,,31.671132836214028,-0.4803846328656931,0,,,,,,0
2020-01-28 05:00:00,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,56160000,0.0,0.0,93.40694961547852,,38.04788073292751,-0.5220564715169047,0,,,,,,0
2020-01-29 05:00:00,93.1999969482422,93.7375030517578,92.7509994506836,92.9000015258789,41760000,0.0,0.0,93.34974975585938,,42.06790448962606,-0.5298098740633321,0,,,,,,0
2020-01-30 05:00:00,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,126548000,0.0,0.0,93.39304962158204,,43.02576814208535,-0.47927165364095,0,,,,,,0
2020-01-31 05:00:00,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,311346000,0.0,0.0,94.04694900512696,,68.58054709049952,0.1163725320958235,0,,,,,,0
2020-02-03 05:00:00,100.52999877929688,102.4250030517578,100.0124969482422,100.20999908447266,117834000,0.0,0.0,94.74434890747072,,66.88803605575988,0.563690820000943,0,,,,,,0
2020-02-04 05:00:00,101.49400329589844,102.98999786376952,100.76850128173828,102.4834976196289,105786000,0.0,0.0,95.53269882202147,,75.18092282686881,1.0890917455800777,0,,,,,,0
2020-02-05 05:00:00,103.5510025024414,103.5510025024414,101.5999984741211,101.99349975585938,87524000,0.0,0.0,96.29474868774416,,74.68425631550903,1.449231196766405,0,,,,,,0
2020-02-06 05:00:00,102.0510025024414,102.81500244140624,101.23999786376952,102.5114974975586,63660000,0.0,0.0,97.12299880981443,,74.28740436094722,1.7561980373839248,0,,,,,,0
2020-02-07 05:00:00,102.09950256347656,104.92649841308594,101.90499877929688,103.96399688720705,101906000,0.0,0.0,98.21119842529296,,78.95391637887225,2.0925543676700755,0,,,,,,0
2020-02-10 05:00:00,104.25050354003906,106.77999877929688,104.2480010986328,106.69550323486328,101124000,0.0,0.0,99.73904876708984,,80.4006550385813,2.5501325759104816,0,,,,,,0
2020-02-11 05:00:00,107.54499816894533,109.29750061035156,106.8000030517578,107.54000091552734,114920000,0.0,0.0,101.22679901123048,,82.09742015468582,2.946940017565936,0,,,,,,0
2020-02-12 05:00:00,108.16000366210938,109.0124969482422,107.7645034790039,108.0,66686000,0.0,0.0,102.73679885864256,,83.06047801423895,3.260940760444072,0,,,,,,0
2020-02-13 05:00:00,107.24949645996094,108.51399993896484,107.0999984741211,107.49349975585938,60636000,0.0,0.0,104.13274917602538,,85.69589596520483,3.429386442534579,0,,,,,,0
2020-02-14 05:00:00,107.78399658203124,107.9520034790039,106.29450225830078,106.74349975585938,52124000,0.0,0.0,104.7634994506836,,89.76469475085246,3.462449168474052,0,,,,,,0
2020-02-18 05:00:00,106.2509994506836,108.30349731445312,106.20549774169922,107.78350067138672,58912000,0.0,0.0,105.520849609375,,89.65437623898667,3.531857939397753,0,,,,,,0
2020-02-19 05:00:00,108.38999938964844,109.25499725341795,108.05599975585938,108.51100158691406,51224000,0.0,0.0,106.12360000610352,,89.91359773536882,3.604023198318544,0,,,,,,0
2020-02-20 05:00:00,108.65350341796876,108.8395004272461,106.37249755859376,107.65499877929688,62626000,0.0,0.0,106.68974990844728,,85.69876196890688,3.5512063173973445,0,,,,,,0
2020-02-21 05:00:00,107.10749816894533,107.22750091552734,104.4000015258789,104.79850006103516,92926000,0.0,0.0,106.91845016479492,,63.86462278562041,3.241487138952209,0,,,,,,0
2020-02-24 05:00:00,100.15899658203124,101.96499633789062,99.39849853515624,100.4645004272461,130940000,0.0,0.0,106.56850051879884,,50.641368272823975,2.6161574740681033,0,,,,,,0
2020-02-25 05:00:00,101.3209991455078,101.7300033569336,97.9209976196289,98.63700103759766,124382000,0.0,0.0,105.76265029907226,,40.08353802167992,1.9506296374596843,0,,,,,,0
2020-02-26 05:00:00,98.51399993896484,100.7334976196289,98.02249908447266,98.97949981689452,104492000,0.0,0.0,104.906600189209,,42.17020917311038,1.4342971366139778,0,,,,,,0
2020-02-27 05:00:00,96.71900177001952,98.75,94.13800048828124,94.21499633789062,162880000,0.0,0.0,103.52809982299804,,32.342991568650575,0.6333435078643106,0,,,,,,0
2020-02-28 05:00:00,90.73149871826172,94.48799896240234,90.55650329589844,94.1875,189620000,0.0,0.0,102.1974998474121,,27.849661355690444,-0.0035952938409735,0,,,,,,0
2020-03-02 05:00:00,95.32450103759766,97.72550201416016,93.5,97.69750213623048,135234000,0.0,0.0,101.29290008544922,,30.308134436562852,-0.2225802781120052,0,,,,,,0
2020-03-03 05:00:00,98.76850128173828,99.81649780273438,94.40450286865234,95.44950103759766,150690000,0.0,0.0,100.05950012207032,,25.07165189793372,-0.5709409058151635,0,,,,,,0
