Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.54588979671196,72.59889150198023,71.29230380764884,72.53851318359375,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.76566667933918,72.59405542623057,71.60868452797844,71.83329010009766,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,70.95418800651902,72.44432080433776,70.7030121336898,72.40567779541016,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.41535254834196,72.67135607636844,71.84538465436648,72.0651626586914,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.76807129058055,73.5262872851597,71.76807129058055,73.22439575195312,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.20254952913984,74.97297760387046,73.95138098488776,74.77976989746094,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.01401242394427,75.51394659034878,74.44645484641248,74.94879913330078,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.265218754796,76.57663438619578,75.14687220956256,76.55006408691406,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.48725308231118,76.6973684411486,75.39319829942681,75.51636505126953,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.3159231634684,76.19744522367158,74.7604381579808,75.1927490234375,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.73614052978684,76.24573732895618,75.37387064834499,76.13463592529297,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.38339587903954,76.97993392443253,76.07667669301796,76.97752380371094,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.60558572443774,77.04755171377299,76.31818437718287,76.45584869384766,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,76.94129287751667,77.28182746630861,76.63457368368562,76.72876739501953,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.78189247630218,77.17797035715289,76.23365270464286,77.09827423095703,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.34463502870749,78.08849275649891,76.68530106036428,76.8760986328125,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,74.88361578521364,75.29660147871274,73.63257861706,74.61553955078125,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.4970547636558,76.89782887589077,75.39803343183497,76.72635650634766,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.4146666313588,78.27203580279424,76.9823558087521,78.21890258789062,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.50885574859744,77.93150399168975,74.4561316996704,74.75077819824219,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.49246972211677,75.71197679824171,72.99012546869326,74.54547119140625,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.151548831137,77.19730542119127,75.74580830506335,77.00650787353516,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.13436438960977,78.4338458330259,77.03065443292134,77.63443756103516,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,77.90494263047137,78.544951365906,77.34704752803583,78.54253387451172,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.33917517981024,78.41179815824636,77.15536891605744,77.37324523925781,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,77.82354276759801,79.21554005883662,77.82354276759801,79.21070098876953,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.481997082219,78.97343221924942,78.27864537598826,78.64661407470703,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.61514926442095,78.91534147799902,78.15760972810558,78.6659927368164,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.34437253292894,77.40713550005586,76.16280771158402,77.22557067871094,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.46767279180867,78.57400976696101,77.46767279180867,78.34402465820312,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.10434874137093,78.59336068691168,77.0343234338156,77.540283203125,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.13357947900434,77.57660179653178,75.16783878997336,75.78515625,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,71.96262546916086,73.63785968182607,70.01867143670297,72.18534088134766,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,72.85589996123826,73.23839319592834,69.26817799000496,69.74024200439453,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,69.36505033092102,72.11273381251361,69.35778803083146,70.84661865234375,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,68.05050408823062,69.23672624207228,66.07991679515257,66.21548461914062,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,62.27916414492055,67.39929122080478,62.06370365251087,66.17675018310547,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,68.33616370279057,72.97454103190371,67.23225006740749,72.33785247802734,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,73.51438495619033,73.59427022253612,69.18829451063576,70.04044342041016,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,71.7641114774827,73.44903118653338,70.9628058782761,73.28925323486328,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,71.5414063518363,72.51701474039015,70.54643429218783,70.9119873046875,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,68.26837793734198,70.40358216932741,68.08197403311165,69.97024536132812,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,63.8502896142898,67.3218077915113,63.6687248096994,64.43614196777344,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,67.0918381105168,69.34323899980069,65.21082178320125,69.07694244384766,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,67.15236648355659,68.0795543718944,65.81362127140751,66.67787170410156,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,61.95960486263178,65.36333966293708,60.03743791262368,60.093116760253906,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,64.12629016039305,67.76484959839499,61.23577335258076,67.29277801513672,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,58.572812608634756,62.71975075656297,58.10074479595678,58.63575744628906,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,59.91881013868682,62.36388083182577,57.71340264383957,61.21397399902344,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,58.04507047998226,60.52161388588787,57.40353915642415,59.7154655456543,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,59.88977278720958,61.20914333463061,58.73259973445275,59.25792694091797,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,59.838935242667574,60.96463960776638,55.195718260351654,55.495906829833984,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.215078862447456,55.31675472983707,51.470001124172114,54.31693649291992,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,57.21954987318864,59.96238962255932,56.72085240856594,59.766300201416016,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,60.70318009593795,62.518828553443576,59.14172316127237,59.437068939208984,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,59.679153090462734,62.62292153490078,59.640418371654654,62.564823150634766,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,61.18734664760273,61.942655145225594,59.80745470235101,59.97449493408203,204216800,0.0,0.0
2020-03-30 00:00:00-04:00,60.700749180259955,61.85792195136751,60.376350575941856,61.686038970947266,167976400,0.0,0.0
2020-03-31 00:00:00-04:00,61.87730177654374,63.54527367451045,61.005789027148815,61.56016540527344,197002000,0.0,0.0
2020-04-01 00:00:00-04:00,59.67430332649324,60.211735481582174,57.89012756934183,58.321041107177734,176218400,0.0,0.0
2020-04-02 00:00:00-04:00,58.18304802836145,59.34748309215544,57.35027017067756,59.29422378540039,165934000,0.0,0.0
2020-04-03 00:00:00-04:00,58.77859676208636,59.48064606073332,57.851405121245946,58.44209671020508,129880000,0.0,0.0
2020-04-06 00:00:00-04:00,60.73947169335844,63.69534434542333,60.371503052800286,63.54041290283203,201820400,0.0,0.0
2020-04-07 00:00:00-04:00,65.55702297543276,65.77490674149945,62.70040515518053,62.804500579833984,202887200,0.0,0.0
2020-04-08 00:00:00-04:00,63.60580460540187,64.72666628175166,63.24025901440216,64.41195678710938,168895200,0.0,0.0
2020-04-09 00:00:00-04:00,65.04864148440106,65.38029878683781,64.080295544256,64.87675476074219,161834800,0.0,0.0
