Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,SMA_Short,SMA_Long,RSI,Signal
2020-01-02 00:00:00-05:00,71.54588979671196,72.59889150198023,71.29230380764884,72.53851318359375,135480400,0.0,0.0,,,,0.0,0.0,0.0,,,,
2020-01-03 00:00:00-05:00,71.76566667933918,72.59405542623057,71.60868452797844,71.83329010009766,146322800,0.0,0.0,,,,-0.0562571120737658,-0.0112514224147531,-0.0450056896590126,,,,
2020-01-06 00:00:00-05:00,70.95418800651902,72.44432080433776,70.7030121336898,72.40567779541016,118387200,0.0,0.0,,,,-0.0540315334505123,-0.019807444621905,-0.0342240888286073,,,,
2020-01-07 00:00:00-05:00,72.41535254834196,72.67135607636844,71.84538465436648,72.0651626586914,108872000,0.0,0.0,,,,-0.0788357031739508,-0.0316130963323141,-0.0472226068416366,,,,
2020-01-08 00:00:00-05:00,71.76807129058055,73.5262872851597,71.76807129058055,73.22439575195312,132079200,0.0,0.0,72.41340789794921,,,-0.0048963221196061,-0.0262697414897725,0.0213734193701664,,,,
2020-01-09 00:00:00-05:00,74.20254952913984,74.97297760387046,73.95138098488776,74.77976989746094,170108400,0.0,0.0,72.86165924072266,,,0.1771646213352227,0.0144171310752264,0.1627474902599962,,,,
2020-01-10 00:00:00-05:00,75.01401242394427,75.51394659034878,74.44645484641248,74.94879913330078,140644800,0.0,0.0,73.48476104736328,,,0.3312698052903471,0.0777876659182506,0.2534821393720965,,,,
2020-01-13 00:00:00-05:00,75.265218754796,76.57663438619578,75.14687220956256,76.55006408691406,121532000,0.0,0.0,74.31363830566406,,,0.5759685661669067,0.1774238459679818,0.3985447201989248,,,,
2020-01-14 00:00:00-05:00,76.48725308231118,76.6973684411486,75.39319829942681,75.51636505126953,161954400,0.0,0.0,75.00387878417969,,,0.6786600532846876,0.277671087431323,0.4009889658533646,,,,
2020-01-15 00:00:00-05:00,75.3159231634684,76.19744522367158,74.7604381579808,75.1927490234375,121923600,0.0,0.0,75.39754943847656,,,0.7255668053215771,0.3672502310093739,0.3583165743122032,,,,
2020-01-16 00:00:00-05:00,75.73614052978684,76.24573732895618,75.37387064834499,76.13463592529297,108829200,0.0,0.0,75.66852264404297,,,0.8291848191130811,0.4596371486301153,0.3695476704829657,,,,
2020-01-17 00:00:00-05:00,76.38339587903954,76.97993392443253,76.07667669301796,76.97752380371094,137816400,0.0,0.0,76.074267578125,,,0.968156543078635,0.5613410275198193,0.4068155155588157,,,,
2020-01-21 00:00:00-05:00,76.60558572443774,77.04755171377299,76.31818437718287,76.45584869384766,110843200,0.0,0.0,76.05542449951172,,,1.0243892919163642,0.6539506803991283,0.3704386115172359,,,,
2020-01-22 00:00:00-05:00,76.94129287751667,77.28182746630861,76.63457368368562,76.72876739501953,101832400,0.0,0.0,76.29790496826172,,70.86840054486052,1.0785436292255357,0.7388692701644097,0.3396743590611257,,,,
2020-01-23 00:00:00-05:00,76.78189247630218,77.17797035715289,76.23365270464286,77.09827423095703,104472000,0.0,0.0,76.67901000976562,,71.90251524110319,1.138157474380435,0.8187269110076149,0.3194305633728201,,,,
2020-01-24 00:00:00-05:00,77.34463502870749,78.08849275649891,76.68530106036428,76.8760986328125,146537600,0.0,0.0,76.82730255126953,,75.40158164346893,1.154169613332101,0.8858154514725122,0.2683541618595889,,,,
2020-01-27 00:00:00-05:00,74.88361578521364,75.29660147871274,73.63257861706,74.61553955078125,161940000,0.0,0.0,76.35490570068359,,59.51350409677316,0.973232306954614,0.9032988225689326,0.0699334843856814,,,,
2020-01-28 00:00:00-05:00,75.4970547636558,76.89782887589077,75.39803343183497,76.72635650634766,162234000,0.0,0.0,76.4090072631836,,67.4124690983507,0.9887656011832036,0.9203921782917868,0.0683734228914167,,,,
2020-01-29 00:00:00-05:00,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200,0.0,0.0,76.729736328125,,68.46520360404419,1.1177860213619368,0.9598709469058168,0.1579150744561199,,,,
2020-01-30 00:00:00-05:00,77.4146666313588,78.27203580279424,76.9823558087521,78.21890258789062,126743200,0.0,0.0,76.95386199951172,75.36095733642578,63.879108082416195,1.197077154616352,1.007312188447924,0.1897649661684279,,,,
2020-01-31 00:00:00-05:00,77.50885574859744,77.93150399168975,74.4561316996704,74.75077819824219,199588400,0.0,0.0,76.52879791259765,75.4715705871582,49.36890576013156,0.9688984369990834,0.999629438158156,-0.0307310011590724,,,,
2020-02-03 00:00:00-05:00,73.49246972211677,75.71197679824171,72.99012546869326,74.54547119140625,173788400,0.0,0.0,76.51478424072266,75.60717964172363,42.987373606454106,0.7627065928846974,0.9522448691034644,-0.1895382762187668,,,,
2020-02-04 00:00:00-05:00,76.151548831137,77.19730542119127,75.74580830506335,77.00650787353516,136616400,0.0,0.0,76.57081451416016,75.83722114562988,54.739616644206606,0.7887904777753363,0.9195539908378388,-0.1307635130625024,,,,
2020-02-05 00:00:00-05:00,78.13436438960977,78.4338458330259,77.03065443292134,77.63443756103516,118826800,0.0,0.0,76.43121948242188,76.11568489074708,57.61866241725871,0.8503287617748327,0.9057089450252376,-0.0553801832504048,,,,
2020-02-06 00:00:00-05:00,77.90494263047137,78.544951365906,77.34704752803583,78.54253387451172,105425600,0.0,0.0,76.49594573974609,76.381591796875,57.52910415924432,0.9612928923449288,0.916825734489176,0.0444671578557529,,,,
2020-02-07 00:00:00-05:00,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000,0.1925,0.0,77.04077606201172,76.51634979248047,51.53375358433081,0.952110700091481,0.923882727609637,0.028227972481844,,,,
2020-02-10 00:00:00-05:00,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800,0.0,0.0,77.70026092529297,76.66105461120605,54.317895405119074,0.9634197994667346,0.9317901419810566,0.031629657485678,,,,
2020-02-11 00:00:00-05:00,78.33917517981024,78.41179815824636,77.15536891605744,77.37324523925781,94323200,0.0,0.0,77.7736083984375,76.70221366882325,51.98199165864369,0.9238360832581805,0.9301993302364814,-0.0063632469783009,,,,
2020-02-12 00:00:00-05:00,77.82354276759801,79.21554005883662,77.82354276759801,79.21070098876953,113730400,0.0,0.0,78.08886108398437,76.88693046569824,55.95845778625112,1.0288728202836666,0.9499340282459184,0.0789387920377481,,,,
2020-02-13 00:00:00-05:00,78.481997082219,78.97343221924942,78.27864537598826,78.64661407470703,94747600,0.0,0.0,78.10967712402343,77.05962371826172,54.899534881431066,1.0544431274264667,0.9708358480820282,0.0836072793444385,,,,
2020-02-14 00:00:00-05:00,78.61514926442095,78.91534147799902,78.15760972810558,78.6659927368164,80113600,0.0,0.0,78.34788970947265,77.18619155883789,62.79600805237213,1.0640062741319554,0.9894699332920136,0.0745363408399416,,,,
